time,issues
2022-02-02,6775
2022-02-03,6789
2022-02-04,6803
2022-02-05,6804
2022-02-06,6805
2022-02-07,6813
2022-02-08,6823
2022-02-09,6828
2022-02-10,6832
2022-02-11,6839
2022-02-12,6842
2022-02-13,6844
2022-02-14,6851
2022-02-15,6860
2022-02-16,6867
2022-02-17,6880
2022-02-18,6891
2022-02-19,6899
2022-02-20,6903
2022-02-21,6918
2022-02-22,6922
2022-02-23,6927
2022-02-24,6939
2022-02-25,6948
2022-02-26,6954
2022-02-27,6956
2022-02-28,6971
2022-03-01,6982
2022-03-02,6991
2022-03-03,7001
2022-03-04,7005
2022-03-05,7009
2022-03-06,7014
2022-03-07,7022
2022-03-08,7031
2022-03-09,7041
2022-03-10,7054
2022-03-11,7062
2022-03-12,7064
2022-03-13,7069
2022-03-14,7077
2022-03-15,7085
2022-03-16,7101
2022-03-17,7108
2022-03-18,7113
2022-03-19,7114
2022-03-20,7115
2022-03-21,7122
2022-03-22,7139
2022-03-23,7150
2022-03-24,7156
2022-03-25,7164
2022-03-26,7167
2022-03-27,7168
2022-03-28,7174
2022-03-29,7184
2022-03-30,7196
2022-03-31,7202
2022-04-01,7208
2022-04-02,7210
2022-04-03,7211
2022-04-04,7225
2022-04-05,7232
2022-04-06,7243
2022-04-07,7257
2022-04-08,7270
2022-04-09,7277
2022-04-10,7278
2022-04-11,7283
2022-04-12,7298
2022-04-13,7306
2022-04-14,7313
2022-04-15,7327
2022-04-16,7330
2022-04-17,7333
2022-04-18,7339
2022-04-19,7361
2022-04-20,7374
2022-04-21,7382
2022-04-22,7387
2022-04-24,7391
2022-04-25,7406
2022-04-26,7415
2022-04-27,7434
2022-04-28,7447
2022-04-29,7451
2022-04-30,7458
2022-05-01,7462
2022-05-02,7478
2022-05-03,7494
2022-05-04,7511
2022-05-05,7526
2022-05-06,7538
2022-05-07,7546
2022-05-08,7556
2022-05-09,7561
2022-05-10,7582
2022-05-11,7609
2022-05-12,7626
2022-05-13,7637
2022-05-14,7641
2022-05-15,7643
2022-05-16,7668
2022-05-17,7675
2022-05-18,7688
2022-05-19,7708
2022-05-20,7720
2022-05-21,7726
2022-05-22,7731
2022-05-23,7753
2022-05-24,7766
2022-05-25,7776
2022-05-26,7781
2022-05-27,7785
2022-05-28,7791
2022-05-29,7792
2022-05-30,7800
2022-05-31,7807
2022-06-01,7819
2022-06-02,7844
2022-06-03,7857
2022-06-04,7863
2022-06-05,7866
2022-06-06,7878
2022-06-07,7902
2022-06-08,7914
2022-06-09,7931
2022-06-10,7939
2022-06-11,7949
2022-06-12,7954
2022-06-13,7973
2022-06-14,7984
2022-06-15,7991
2022-06-16,8002
2022-06-17,8010
2022-06-18,8011
2022-06-19,8016
2022-06-20,8026
2022-06-21,8032
2022-06-22,8047
2022-06-23,8070
2022-06-24,8086
2022-06-25,8089
2022-06-26,8093
2022-06-27,8104
2022-06-28,8115
2022-06-29,8128
2022-06-30,8140
2022-07-01,8150
2022-07-03,8156
2022-07-04,8161
2022-07-05,8171
2022-07-06,8191
2022-07-07,8207
2022-07-08,8222
2022-07-09,8225
2022-07-10,8227
2022-07-11,8242
2022-07-12,8253
2022-07-13,8267
2022-07-14,8279
2022-07-15,8294
2022-07-16,8296
2022-07-17,8298
2022-07-18,8315
2022-07-19,8327
2022-07-20,8337
2022-07-21,8358
2022-07-22,8370
2022-07-23,8379
2022-07-24,8384
2022-07-25,8409
2022-07-26,8427
2022-07-27,8443
2022-07-28,8462
2022-07-29,8482
2022-07-30,8487
2022-07-31,8493
2022-08-01,8507
2022-08-02,8519
2022-08-03,8542
2022-08-04,8557
2022-08-05,8577
2022-08-06,8579
2022-08-07,8580
2022-08-08,8600
2022-08-09,8620
2022-08-10,8648
2022-08-11,8678
2022-08-12,8686
2022-08-13,8689
2022-08-14,8694
2022-08-15,8700
2022-08-16,8720
2022-08-17,8736
2022-08-18,8752
2022-08-19,8776
2022-08-20,8783
2022-08-21,8790
2022-08-22,8800
2022-08-23,8820
2022-08-24,8842
2022-08-25,8857
2022-08-26,8875
2022-08-27,8881
2022-08-28,8883
2022-08-29,8898
2022-08-30,8921
2022-08-31,8938
2022-09-01,8953
2022-09-02,8965
2022-09-03,8970
2022-09-04,8973
2022-09-05,8983
2022-09-06,8997
2022-09-07,9010
2022-09-08,9025
2022-09-09,9034
2022-09-10,9037
2022-09-11,9042
2022-09-12,9050
2022-09-13,9059
2022-09-14,9070
2022-09-15,9090
2022-09-16,9099
2022-09-17,9107
2022-09-18,9113
2022-09-19,9128
2022-09-20,9140
2022-09-21,9154
2022-09-22,9175
2022-09-23,9189
2022-09-24,9192
2022-09-25,9197
2022-09-26,9212
2022-09-27,9227
2022-09-28,9250
2022-09-29,9270
2022-09-30,9282
2022-10-01,9284
2022-10-02,9290
2022-10-03,9307
2022-10-04,9318
2022-10-05,9337
2022-10-06,9355
2022-10-07,9393
2022-10-08,9399
2022-10-09,9413
2022-10-10,9439
2022-10-11,9478
2022-10-12,9506
2022-10-13,9530
2022-10-14,9546
2022-10-15,9548
2022-10-16,9552
2022-10-17,9575
2022-10-18,9597
2022-10-19,9611
2022-10-20,9636
2022-10-21,9658
2022-10-22,9668
2022-10-23,9676
2022-10-24,9689
2022-10-25,9718
2022-10-26,9740
2022-10-27,9755
2022-10-28,9771
2022-10-29,9776
2022-10-30,9779
2022-10-31,9801
2022-11-01,9823
2022-11-02,9842
2022-11-03,9870
2022-11-04,9887
2022-11-05,9892
2022-11-06,9895
2022-11-07,9920
2022-11-08,9945
2022-11-09,9969
2022-11-10,9991
2022-11-11,10010
2022-11-12,10027
2022-11-13,10031
2022-11-14,10041
2022-11-15,10065
2022-11-16,10087
2022-11-17,10113
2022-11-18,10134
2022-11-19,10141
2022-11-20,10156
2022-11-21,10187
2022-11-22,10204
2022-11-23,10219
2022-11-24,10236
2022-11-25,10247
2022-11-26,10250
2022-11-27,10256
2022-11-28,10281
2022-11-29,10303
2022-11-30,10326
2022-12-01,10339
2022-12-02,10353
2022-12-03,10371
2022-12-04,10377
2022-12-05,10406
2022-12-06,10452
2022-12-07,10490
2022-12-08,10529
2022-12-09,10571
2022-12-10,10585
2022-12-11,10600
2022-12-12,10629
2022-12-13,10679
2022-12-14,10746
2022-12-15,10779
